id,deleted,title,purchase_request_id,amount,fx_info,approved_amount,categories,request_reason,invoice,status,occurance,approved_occurance,created,updated,used,decline_reason,request_type,_accounting_id,_department_id,_sub_company_id,budget_item_id,declined_by_id,polymorphic_ctype_id,send_budget_to_user_id,user_id,vendor_id,api_user_id,api_user_company_id,api_company_name,api_company_id
2361,FALSE,רישום רחל כהן ואיר צומקוב- כנס PPTA,,400,{},400,[],"רישום העובדות לכנס PPTA, לפי טפסים מצורפים
תקציב הדרכה HR0012",/api/requests/2361/invoice.pdf,APPROVED,,,2021-10-21 04:11:18.360705 UTC,2021-10-21 05:26:10.980206 UTC,FALSE,,FUND_REQUEST,297,482,65,,,134,815,815,,815,38,Kamada Inc.,38
2185,FALSE,ולידציית ניקיון -רישום דנה שוסטאק ונטלי כהן לקורס,,1398,{},1398,[],"699 דולר למשתתף * 2 משתתפות
תקציב הדרכה HR0012
מתכונן להתקיים בסוף אוקטובר
מצורפים טפסי הבקשה
",/api/requests/2185/invoice.pdf,APPROVED,,,2021-10-11 05:48:04.525072 UTC,2021-10-11 18:08:06.178649 UTC,FALSE,,FUND_REQUEST,221,482,65,,,134,815,815,,815,38,Kamada Inc.,38
4510,FALSE,השתתפות ביום עיון 0  שרון ווקר זקס,,117.68,"{""amount"": 350, ""currency"": ""ILS"", ""approved_amount"": 350}",117.68,[],"השתתפות ביום עיון עבור שרון ווקר
עלות 350 ש""ח
תקציב הדרכה HR0012",/api/requests/4510/invoice.pdf,APPROVED,,,2022-01-18 10:44:59.662749 UTC,2022-01-19 11:04:10.414508 UTC,FALSE,,FUND_REQUEST,6068,482,65,,,134,815,815,,815,38,Kamada Inc.,38
5034,FALSE,test,,0.31,"{""amount"": 1, ""currency"": ""ILS"", ""approved_amount"": 1}",0.31,[],test,/api/requests/5034/invoice.pdf,APPROVED,,,2022-02-07 12:24:51.179501 UTC,2022-02-07 14:57:56.277236 UTC,FALSE,,REIMBURSEMENT_REQUEST,9331,,,,,136,1583,1336,,1336,72,"Taranis, Inc.",72
1620,FALSE,Monkey Survey,,500,{},500,[],HR surveys,,APPROVED,,,2021-08-22 13:06:37.769245 UTC,2021-08-22 13:07:24.597786 UTC,FALSE,,FUND_REQUEST,,,,,,134,2607,2607,18144,2607,84,ActiveFence Inc,84
2264,FALSE,Posters and graphics for referral event,,635,{},635,[],"Posters and graphics for referral event - Vendor's name: ""office service"" ",,APPROVED,,,2021-10-14 11:56:49.783098 UTC,2021-10-14 12:03:47.917854 UTC,FALSE,,FUND_REQUEST,,,,,,134,2607,2607,,2607,84,ActiveFence Inc,84
1619,FALSE,Monkey Survey,,40,{},40,[],HR Surveys,,APPROVED,MONTH,MONTH,2021-08-22 12:46:26.880263 UTC,2021-08-22 12:47:10.128929 UTC,FALSE,,FUND_REQUEST,,,,,,134,2607,2607,18144,2607,84,ActiveFence Inc,84
4202,FALSE,Adweek,,129,{},129,[],intelligence on the adtech ecosystem,/api/requests/4202/invoice.jpg,APPROVED,,,2022-01-04 06:48:44.665062 UTC,2022-01-04 06:57:45.328704 UTC,FALSE,,FUND_REQUEST,,,,,,134,3119,3119,,3119,45,Perion,45
838,FALSE,ExpressVpn,762,300,{},300,[],3 subscriptions for ExpressVpn,,APPROVED,YEAR,YEAR,2021-05-10 07:30:18.471985 UTC,2021-05-10 13:14:09.297794 UTC,FALSE,,FUND_REQUEST,,,,,,134,1584,1584,,1584,71,Cyberint Inc.,71
668,FALSE,Google cloud services for tools account(Argos),742,100,{},100,[],Google cloud services for tools account(Argos),,APPROVED,MONTH,MONTH,2021-05-05 12:20:47.214918 UTC,2021-05-05 17:07:27.62841 UTC,FALSE,,FUND_REQUEST,,,,,,134,1584,1584,,1584,71,Cyberint Inc.,71
658,FALSE,Shodan.io - monthly,735,899,{},899,[],Shodan.io,,APPROVED,MONTH,MONTH,2021-05-04 08:25:33.780924 UTC,2021-05-04 08:26:38.178008 UTC,FALSE,,FUND_REQUEST,,,,,,134,1584,1584,13121,1584,71,Cyberint Inc.,71
3179,FALSE,פיצות,,87.02,"{""amount"": 273, ""currency"": ""ILS"", ""approved_amount"": 273}",87.02,[],פיצות,/api/requests/3179/invoice.pdf,APPROVED,,,2021-11-24 13:45:12.590679 UTC,2021-12-02 20:10:56.028987 UTC,FALSE,,REIMBURSEMENT_REQUEST,2911,,,,,136,817,817,,817,14,W.S.C. Sports Technologies Inc.,14
1130,FALSE,Upwork - Nous - BizDev dashboards,,2140,{},2140,[],,,APPROVED,,,2021-07-04 14:40:11.32945 UTC,2021-07-04 14:40:39.871867 UTC,FALSE,,FUND_REQUEST,28,,,,,134,817,817,178,817,14,W.S.C. Sports Technologies Inc.,14
1353,FALSE,upwork additional fee,,70,{},70,[],,,APPROVED,,,2021-07-28 10:46:54.313774 UTC,2021-07-28 11:16:55.813596 UTC,FALSE,,FUND_REQUEST,49,,,,,134,817,817,178,817,14,W.S.C. Sports Technologies Inc.,14
607,FALSE,expressVPN for stories project,691,99.95,{},99.95,[],"I found a VPN for see stories in google that shown only in specific county
https://www.expressvpn.com/order",,APPROVED,YEAR,YEAR,2021-04-27 11:33:51.007282 UTC,2021-04-27 11:45:02.342565 UTC,FALSE,,FUND_REQUEST,,66,,,,134,1329,1329,,1329,14,W.S.C. Sports Technologies Inc.,14
508,FALSE,VPN for stories project,690,69.95,{},69.95,[],we need a VPN to see our stories on Google onebox because Google show the stories only in specific countries according to publisher's broadcast rights,,APPROVED,YEAR,YEAR,2021-04-27 09:28:00.959474 UTC,2021-04-27 09:38:56.749402 UTC,FALSE,,FUND_REQUEST,,66,,,,134,1329,1329,,1329,14,W.S.C. Sports Technologies Inc.,14
1234,FALSE,MailGun,,30,{},30,[],Backup to send OTP mails,,APPROVED,MONTH,MONTH,2021-07-15 18:32:48.40296 UTC,2021-07-18 06:48:49.570953 UTC,FALSE,,FUND_REQUEST,,,,,,134,1585,1585,,1585,62,VisibleRisk Inc.,62
1100,FALSE,Postman,,250,{},250,[],"We use postman to manage our API request, it cost 15$ per user and we are at 165 right now, so I added some place to new developers",,APPROVED,MONTH,MONTH,2021-06-30 13:18:17.049518 UTC,2021-06-30 13:41:26.932813 UTC,FALSE,,FUND_REQUEST,,,,,,134,1585,1585,,1585,62,VisibleRisk Inc.,62
1233,FALSE,Twilio SMS,,100,{},100,[],Add ability to send SMS as a OTP method,,APPROVED,,,2021-07-15 18:31:57.682334 UTC,2021-07-18 06:49:23.221193 UTC,FALSE,,FUND_REQUEST,,,,,,134,1585,1585,,1585,62,VisibleRisk Inc.,62
975,FALSE,CVPR conference,984,215,{},215,[],Interesting lectures,,APPROVED,,,2021-06-15 11:45:21.512841 UTC,2021-06-15 12:22:00.307815 UTC,FALSE,,FUND_REQUEST,11,60,15,,,134,1841,1841,,1841,14,W.S.C. Sports Technologies Inc.,14
2599,FALSE,,,1100,{},1100,"[""Entertainment""]",Fun day- leadgen + HaSaMbA,,APPROVED,,,2021-11-01 07:54:56.964529 UTC,2021-11-01 08:31:55.089763 UTC,FALSE,,FUND_REQUEST,,,,,,134,3121,3121,,3121,84,ActiveFence Inc,84
4982,FALSE,po111,,210,{},210,[],po111,,APPROVED,,,2022-02-04 18:51:50.527185 UTC,2022-02-04 18:55:23.812361 UTC,FALSE,,FUND_REQUEST,,,,,,134,4401,4401,30061,4401,137,Prime Dumpster Inc.,137
4984,FALSE,po 11,,105,{},105,[],,,APPROVED,,,2022-02-04 20:55:25.322535 UTC,2022-02-04 20:56:21.128602 UTC,FALSE,,FUND_REQUEST,,,,,,134,4401,4401,30382,4401,137,Prime Dumpster Inc.,137
500,FALSE,Sushi for the office,471,600,{},600,[],this is for a special toast at the office. Please note that the amount in ILS is 1947. The vendor is Oshi Oshi,,APPROVED,,MONTH,2021-03-14 12:49:51.077879 UTC,2021-03-14 13:01:55.401231 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1094,FALSE,Elad Salti team bulding activity,,1040,{},360,[],Elad Salti team bulding activity,,APPROVED,,,2021-06-30 06:47:47.218781 UTC,2021-07-01 08:32:43.059109 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1163,FALSE,Ron Kormanek's hotel,,705,{},705,[],,,APPROVED,,,2021-07-07 14:12:53.061349 UTC,2021-07-07 16:12:52.463475 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2366,FALSE,G&A fun day,,1000,{},1000,[],,,APPROVED,,,2021-10-21 07:17:29.20238 UTC,2021-10-21 07:58:41.483925 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4003,FALSE,presents for the VPS (from Rami),,2100,{},2100,[],,,APPROVED,,,2021-12-27 11:51:56.729278 UTC,2021-12-27 12:06:05.332898 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
807,FALSE,Nintendo for CV master competition,878,500,{},500,[],,,APPROVED,,,2021-06-01 07:25:54.67333 UTC,2021-06-01 07:37:09.633356 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3620,FALSE,Chen Luigi's building activity,,700,{},700,[],,,APPROVED,,,2021-12-09 13:57:49.320621 UTC,2021-12-09 19:44:28.960309 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3750,FALSE,Stickers,,800,{},800,[],,,APPROVED,,,2021-12-15 09:37:59.839571 UTC,2021-12-20 07:47:15.168289 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4963,FALSE,Work Anniversary present for Natalie Kenant on her 5 years at WSS,,600,{},600,[],Work Anniversary present for Natalie Kenant on her 5 years at WSS,,APPROVED,,,2022-02-03 14:02:12.402949 UTC,2022-02-03 18:49:59.743492 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
656,FALSE,Amir Halevy building team activity,724,925,{},925,[],,,APPROVED,,,2021-05-03 12:59:25.271035 UTC,2021-05-04 06:32:17.910454 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2809,FALSE,Hannuka present,,1200,{},1200,[],,,APPROVED,,,2021-11-09 07:50:32.039502 UTC,2021-11-09 18:39:35.699523 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4612,FALSE,Swag for Yossi and Anna's team kickoff,,900,{},900,[],"This is for a present that Yossi and Anna Rozin want to give to their teams on their Kickoff. 
It will be taken from their building activity budget ",,APPROVED,,,2022-01-24 07:47:12.556049 UTC,2022-01-25 08:24:42.64657 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
888,FALSE,Tom's Shapira present,883,1320,{},1320,[],,,APPROVED,,,2021-06-01 14:37:39.279295 UTC,2021-06-01 17:22:10.68865 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4547,FALSE,Present for employees with Covid,,350,{},350,[],,,APPROVED,,,2022-01-19 15:28:38.713737 UTC,2022-01-20 08:16:30.295976 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1215,FALSE,offsite management - food,,775,{},775,[],this is to pay the food for the offsite management at the office,,APPROVED,,,2021-07-14 05:21:11.679426 UTC,2021-07-14 05:41:24.29468 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
548,FALSE,Donation for Holocaust survivors organization,604,610,{},610,[],,,APPROVED,,,2021-04-08 10:51:09.805369 UTC,2021-04-11 12:59:10.959933 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
635,FALSE,Falafel Party,619,800,{},800,[],for falafel HH at the office on Monday 12.04,,APPROVED,,,2021-04-11 09:37:58.613266 UTC,2021-04-11 10:03:47.828206 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
882,FALSE,Dana's B-day present,853,1160,{},1160,[],,,APPROVED,,,2021-05-26 12:55:19.42081 UTC,2021-05-26 12:59:51.192044 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2746,FALSE,Cancer lecture,,1300,{},1300,[],,,APPROVED,,,2021-11-07 07:52:48.425062 UTC,2021-11-07 12:23:03.850936 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3962,FALSE,Uzi's building activity,,1030,{},1030,[],,,APPROVED,,,2021-12-26 09:19:17.261423 UTC,2021-12-26 09:38:39.126255 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
947,FALSE,Director's offsite,961,3300,{},3300,[],,,APPROVED,,,2021-06-13 08:33:46.628085 UTC,2021-06-13 08:44:25.977021 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4074,FALSE,HR presents from Galit,,900,{},900,[],,,APPROVED,,,2021-12-29 08:55:06.509554 UTC,2021-12-29 12:56:00.858851 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4073,FALSE,Asaf Savich building activity,,1500,{},1500,[],,,APPROVED,,,2021-12-29 08:46:31.860395 UTC,2021-12-29 12:56:16.679026 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
367,FALSE,Superpharm,333,150,{},150,[],medicine for the office,,APPROVED,,,2021-02-16 07:46:51.087791 UTC,2021-02-16 08:30:02.815683 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,1196,818,52,Whitesource Software Inc.,52
3177,FALSE,Shiri's bulding activity,,1000,{},1000,[],,,APPROVED,,HARD_LIMIT,2021-11-24 13:25:12.896655 UTC,2021-11-24 17:45:44.689472 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2449,FALSE,Present to Dana from Galit,,1450,{},1450,[],,,APPROVED,,,2021-10-25 14:01:02.752431 UTC,2021-10-26 09:02:46.130075 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4823,FALSE,Shlomie Yaniv building activity,,800,{},800,[],,,APPROVED,,,2022-01-31 17:09:44.22435 UTC,2022-02-01 09:24:23.874855 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
535,FALSE,Yael Barnoy's meeting food,625,190,{},190,[],,,APPROVED,,,2021-04-12 12:58:16.859978 UTC,2021-04-12 13:44:44.328751 UTC,FALSE,,FUND_REQUEST,,208,,,,134,818,818,,818,52,Whitesource Software Inc.,52
809,FALSE,Ron Shemer's building team activity,881,400,{},400,[],,,APPROVED,,,2021-06-01 13:39:37.387178 UTC,2021-06-01 14:21:31.494444 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4077,FALSE,Gift for marketing employees from Arabella,,900,{},900,[],,,APPROVED,,,2021-12-29 09:05:32.333029 UTC,2021-12-29 12:55:31.866399 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2428,FALSE,Asaf Gordo bulding activity,,650,{},650,[],,,APPROVED,,,2021-10-25 09:11:01.129956 UTC,2021-10-25 13:13:02.806134 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1392,FALSE,Itzik Reuven's course,,50,{},50,[],"This is for a course or Itzik. 
This payment should be taken from the course's budget",,APPROVED,MONTH,MONTH,2021-08-01 12:35:01.531375 UTC,2021-08-01 15:51:12.123013 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2775,FALSE,Tom's building activity,,700,{},700,[],,,APPROVED,,MONTH,2021-11-08 09:26:26.163305 UTC,2021-11-08 11:38:45.894579 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3960,FALSE,Uzi's building activity,,600,{},600,[],,,APPROVED,,,2021-12-26 08:34:00.112099 UTC,2021-12-26 09:39:35.111143 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2614,FALSE,Marketing building activity,,1000,{},1000,[],,,APPROVED,,MONTH,2021-11-01 12:32:45.250496 UTC,2021-11-01 12:35:31.879689 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1006,FALSE,Ran Erman's present for Ortal and Sharon,1009,360,{},360,[],This is for a present that Ran sent to Ortal and Sharon for their hard work. This must be from Ran Erman's budget,,APPROVED,,,2021-06-20 10:49:59.886163 UTC,2021-06-20 10:53:04.042018 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2872,FALSE,Marketing building activity,,1600,{},1600,[],,,APPROVED,,,2021-11-11 08:19:14.817435 UTC,2021-11-11 08:57:21.87621 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1201,FALSE,Ran Friedman's building activity,,175,{},175,[],,,APPROVED,,,2021-07-13 07:29:06.152687 UTC,2021-07-13 12:05:45.448754 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2022,FALSE,Product Offsite building activity  - Ori Bach,,550,{},550,[],this CC is to pay the building activity that Ori organize during his Offsite in Prague,,APPROVED,,,2021-09-29 09:05:14.316383 UTC,2021-09-29 13:39:29.655752 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2874,FALSE,"Dam, Arabella and Ron's hotel room",,6000,{},6000,[],,,APPROVED,,,2021-11-11 08:19:57.005665 UTC,2021-11-11 08:54:04.155453 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
795,FALSE,R&D DAY,836,12100,{},12100,[],,,APPROVED,,,2021-05-24 12:19:34.760305 UTC,2021-05-24 12:22:36.20899 UTC,FALSE,,FUND_REQUEST,,211,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1085,FALSE,Prize CV master June,,650,{},650,[],Prize CV master June,,APPROVED,,,2021-06-29 07:13:02.874561 UTC,2021-06-29 07:13:02.874572 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2168,FALSE,Management Dinner,,1200,{},1200,[],,,APPROVED,,,2021-10-10 08:11:01.957669 UTC,2021-10-10 08:13:41.948212 UTC,FALSE,,FUND_REQUEST,,237,,,,134,818,818,,818,52,Whitesource Software Inc.,52
615,FALSE,Isrotel Voucher,579,1300,{},1300,[],we want to buy a voucher for Isrotel hotels in order to give a prize,,APPROVED,,,2021-04-04 10:04:36.502219 UTC,2021-04-05 10:43:28.547099 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
988,FALSE,Ran Erman's present for Ortal and Sharon,996,325,{},325,[],This is for a present that Ran sent to Ortal and Sharon for their hard work. This must be from Ran Erman's budget,,APPROVED,,,2021-06-17 07:58:16.949725 UTC,2021-06-17 08:42:48.216672 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
989,FALSE,Ran Erman's CAB,995,610,{},610,[],food for Ran's CAB meeting at the office. This must to be from Ran Erman's budget (costumer experience),,APPROVED,,,2021-06-17 07:55:43.312118 UTC,2021-06-17 08:44:45.608962 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2074,FALSE,Dean Shapira's bulding activity,,1700,{},1700,[],,,APPROVED,,,2021-10-03 10:03:34.384346 UTC,2021-10-04 12:41:20.250752 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
724,FALSE,"WhiteSource 10th aniversaty present for Rami, Ron, Azi and Tom",671,855,{},855,[],,,APPROVED,,,2021-04-25 08:44:34.527787 UTC,2021-04-25 08:45:30.898507 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3281,FALSE,Jira Bug Hunt Toast - Product,,1000,{},1000,[],Jira Bug Hunt Toast - Product. this should be taken from product budget,,APPROVED,,,2021-11-30 08:00:50.846828 UTC,2021-11-30 10:22:35.894548 UTC,FALSE,,FUND_REQUEST,2912,211,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4250,FALSE,PC for Amit - Germany employee,,2500,{},2500,[],,,APPROVED,,,2022-01-05 10:24:38.17963 UTC,2022-01-05 10:42:11.368919 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
612,FALSE,ערב גיבוש Ofir Kainan's team,580,110,{},110,[],this is for the building team of Ofir,,APPROVED,,,2021-04-04 10:17:06.872315 UTC,2021-04-04 10:21:01.735573 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3002,FALSE,Ran Friedman building activity,,600,{},600,[],,,APPROVED,,MONTH,2021-11-16 12:47:54.643337 UTC,2021-11-16 13:16:16.991931 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4602,FALSE,Connaction - Smadar,,4800,{},4800,[],,,APPROVED,,,2022-01-23 15:20:58.255053 UTC,2022-01-24 12:25:42.762728 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4672,FALSE,Product offsite,,1300,{},1300,[],"This is for Shiri Ivtsan team offsite. 
It has been taken from Ori Bach budget ",,APPROVED,,,2022-01-25 16:17:41.165161 UTC,2022-01-26 08:31:38.82056 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
511,FALSE,McDonald's,503,850,{},860,[],for Passover toast on Monday 22/3,,APPROVED,,,2021-03-17 15:24:23.974012 UTC,2021-03-18 08:21:48.647757 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1049,FALSE,Professional services building activity,,200,{},200,[],,,APPROVED,,,2021-06-24 07:36:33.183092 UTC,2021-06-24 07:36:33.183102 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2747,FALSE,Steps challenge prize,,600,{},600,[],,,APPROVED,,,2021-11-07 07:56:19.624463 UTC,2021-11-07 12:23:48.451273 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3588,FALSE,alit Gold course,,1300,{},1300,[],,,APPROVED,,,2021-12-08 12:18:39.55901 UTC,2021-12-08 12:26:57.302759 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2328,FALSE,Hotel for Alissa,,800,{},800,[],,,APPROVED,,,2021-10-19 12:05:20.327232 UTC,2021-10-20 07:51:53.671976 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2018,FALSE,Offsite Product - Ori Bach,,2500,{},2500,[],"This is in order to pay the meeting room Ori Bach will need for his off site in Prague. It must be from Ori's budget 
",,APPROVED,,,2021-09-29 08:19:36.574825 UTC,2021-09-29 13:40:17.999146 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3967,FALSE,Welcome presents to Germany new employees,,500,{},500,[],,,APPROVED,,,2021-12-26 10:19:30.468529 UTC,2021-12-26 10:23:09.538013 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3594,FALSE,Elad Salti's building activity,,900,{},900,[],,,APPROVED,,,2021-12-08 15:35:45.981423 UTC,2021-12-08 19:06:38.765885 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
4075,FALSE,Presents for R&D managers from Doron,,900,{},900,[],,,APPROVED,,,2021-12-29 08:56:17.336047 UTC,2021-12-29 12:55:48.575411 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1813,FALSE,TLV Marathon 2021,,850,{},850,[],"this is for the TLV night marathon 2021. 
It should be taken from the ""Run"" budget inside the HR budget",,APPROVED,,,2021-09-12 09:26:56.563119 UTC,2021-09-12 09:40:30.814739 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2500,FALSE,Guy Saban's building activity,,400,{},400,[],,,APPROVED,,MONTH,2021-10-27 11:11:16.593891 UTC,2021-10-27 19:54:44.847366 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
5022,FALSE,סדנת צילום בזום,,1050,{},1050,[],,,APPROVED,,,2022-02-07 09:27:57.999253 UTC,2022-02-07 10:21:12.738532 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
973,FALSE,Noam's present (Marketing budget),977,500,{},500,[],,,APPROVED,,,2021-06-14 10:31:18.2831 UTC,2021-06-15 06:52:52.735691 UTC,FALSE,,FUND_REQUEST,,213,,,,134,818,818,1294,818,52,Whitesource Software Inc.,52
1070,FALSE,Natalia building activity,,400,{},400,[],Please add this amount to my physical card,,APPROVED,,,2021-06-28 07:39:10.209815 UTC,2021-06-28 07:39:10.209831 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1294,FALSE,Quick - printing house,,650,{},650,[],,,APPROVED,,,2021-07-25 12:47:59.764521 UTC,2021-07-27 12:19:14.719354 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2448,FALSE,Present for Einav from Galit,,1450,{},1450,[],,,APPROVED,,,2021-10-25 14:00:48.028461 UTC,2021-10-26 09:15:40.035683 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1381,FALSE,First grades present part 1,,380,{},380,[],,,APPROVED,,,2021-08-01 08:21:42.379708 UTC,2021-08-01 10:09:08.812482 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
2645,FALSE,Asaf Gordo's building activity,,700,{},700,[],,,APPROVED,,,2021-11-02 13:25:46.008648 UTC,2021-11-02 21:54:38.483053 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
3043,FALSE,Anna Rozin's team bulding activity,,1800,{},1800,[],,,APPROVED,,HARD_LIMIT,2021-11-17 14:58:07.02817 UTC,2021-11-17 15:43:53.318173 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
466,FALSE,Gabi's gibush team,473,2060,{},2060,[],"this is for Gabi's gibush team (SDR, CSM, account managers, Sales) ",,APPROVED,,,2021-03-15 08:24:39.105389 UTC,2021-03-15 08:29:50.839077 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
1315,FALSE,Article at Haaretz newspaper,,2500,{},2500,[],,,APPROVED,,,2021-07-27 09:26:00.944953 UTC,2021-07-27 13:11:57.257266 UTC,FALSE,,FUND_REQUEST,,,,,,134,818,818,,818,52,Whitesource Software Inc.,52
